kanji,keyword,lesson_number,kml_primitives,cluster_components,collapse_to,layout_type,first_use,notes
柑,citrus_tree,128,,,,h,,
杭,picket,128,,,,h,,
柊,holly,128,,,,h,,
柚,citron,128,,,,h,,
椀,wooden_bowl,128,,,,h,,
栂,hemlock,128,,,,h,,
柾,spindle_tree,128,,,,h,,
榊,sacred_tree,128,,,,h,,
樫,evergreen_oak,128,,,,h,,
槙,black_pine,128,,,,h,,
楢,japanese_oak,128,,,,h,,
橘,tangerine,128,,,,h,,
桧,hinoki_variant,128,,,,h,,
棲,roost,128,,,,h,,
栖,nestle,128,,,,h,,
桔,bellflower,129,,,,h,,
杜,temple_grove,129,,,,h,,
杷,grain_rake,129,,,,h,,
梶,oar,129,,,,h,,
杵,wooden_pestle,129,,,,h,,
杖,cane,129,,,,h,,
樽,barrel,129,,,,h,,
櫓,turret,129,,,,h,,
橿,sturdy_oak,129,,,,h,,
杓,wooden_ladle,129,,,,h,,
李,damson,129,,,,v,,
棉,raw_cotton,129,,,,h,,
楯,escutcheon,129,,,,h,,
榎,hackberry,129,,,,h,,
樺,birch,129,,,,h,,
槍,lance,129,,,,h,,
柘,wild_mulberry,129,,,,h,,
梱,bale,129,,,,h,,
枇,loquat,129,,,,h,,
樋,downspout,129,,,,h,,
橇,sled,130,,,,h,,
槃,enjoyment,130,,,,v,,
栞,bookmark,130,,,,v,,
椰,coconut,130,,,,h,,
檀,sandalwood,130,,,,h,,
樗,sumac,130,,,,h,,
槻,zelkova,130,,,,h,,
椙,cryptomeria,130,,,,h,,
彬,copious,130,,,,h,,
桶,bucket,130,,,,h,,
楕,ellipse,130,,,,h,,
樒,staranise,130,,,,h,,
毬,furball,130,,,,e,,
燿,twinkle,130,,,,h,,
燎,watchfire,130,,,,h,,
炬,torch,130,,,,h,,
焚,kindle,130,,,,v,,
灸,moxa,130,,,,v,,
煽,fanning,130,,,,h,,
煤,soot,130,,,,h,,
煉,firing,131,,,,h,,
燦,dazzling,131,,,,h,,
灼,refulgent,131,,,,h,,
烙,branding,131,,,,h,,
焔,flames,131,,,,h,,
烹,stew,131,,,,v,,
牽,tug,131,,,,v,,
牝,female_animal,131,,,,h,,
牡,male_animal,131,,,,h,,
琳,chime,131,,,,h,,
琉,lapis_lazuli,131,,,,h,,
瑳,burnish,131,,,,h,,
琢,hone,131,,,,h,,
珊,coral,131,,,,h,,
瑚,coral_reef,131,,,,h,,
瑞,fortunate,131,,,,h,,
玖,jet,131,,,,h,,
瑛,crystal,131,,,,h,,
玲,tinkling,131,,,,h,,
畢,lastly,131,,,,,,layout_type unknown in source
畦,paddyfield,132,,,,h,,
痒,itch,132,,,,e,,
痰,phlegm,132,,,,e,,
疹,measles,132,,,,e,,
痔,hemorrhoids,132,,,,e,,
癌,cancer,132,,,,e,,
痺,paralysis,132,,,,e,,
眸,eye_pupil,132,,,,h,,
眩,dizzy,132,,,,h,,
雉,pheasant,132,,,,h,,
矩,carpenters_square,132,,,,h,,
磐,bedrock,132,,,,v,,
碇,grapnel,132,,,,h,,
碧,blue_green,132,,,,v,,
硯,inkstone,132,,,,h,,
砥,grindstone,132,,,,h,,
碗,teacup,132,,,,h,,
碍,obstacle,132,,,,h,,
碩,illustrious,132,,,,h,,
磯,rocky_beach,132,,,,h,,
砺,whetstone,133,,,,h,,
碓,mill,133,,,,h,,
禦,fend_off,133,,,,v,,
祷,beseech,133,,,,h,,
祐,ancestral_tablet,133,,,,h,,
祇,local_god,133,,,,h,,
祢,ancestral_shrine,133,,,,h,,
禄,salarium,133,,,,h,,
禎,felicitation,133,,,,h,,
秤,balancing_scales,133,,,,h,,
黍,millet,133,,,,v,,
禿,bald,133,,,,v,,
稔,bear_fruit,133,,,,h,,
稗,crabgrass,133,,,,h,,
穣,bumper_crop,133,,,,h,,
稜,imperial_authority,133,,,,h,,
稀,sparse,133,,,,h,,
穆,obeisant,133,,,,h,,
窺,peep,133,,,,v,,
窄,tight,133,,,,v,,
穿,drill,134,,,,v,,
竃,kitchen_stove,134,,,,v,,
竪,longness,134,,,,v,,
颯,rustling,134,,,,h,,
站,outpost,134,,,,h,,
靖,repose,134,,,,h,,
妾,concubine,134,,,,v,,
衿,lapel,134,,,,h,,
袷,lined_kimono,134,,,,h,,
袴,pleated_skirt,134,,,,h,,
襖,sliding_door,134,,,,h,,
笙,panpipe,134,,,,v,,
筏,raft,134,,,,v,,
簾,bamboo_blinds,134,,,,v,,
箪,rattan_box,134,,,,v,,
竿,pole,134,,,,v,,
箆,spatula,134,,,,v,,
箔,foil,134,,,,v,,
笥,wardrobe,134,,,,v,,
箭,arrow_shaft,134,,,,v,,
筑,ancient_harp,135,,,,v,,
篠,slender_bamboo,135,,,,v,,
纂,redaction,135,,,,v,,
竺,bamboo_cane,135,,,,v,,
箕,winnowing_fan,135,,,,v,,
笈,backpack,135,,,,v,,
篇,livraison,135,,,,v,,
筈,should,135,,,,v,,
簸,winnow,135,,,,v,,
粕,settlings,135,,,,h,,
糟,lees,135,,,,h,,
糊,paste,135,,,,h,,
籾,unhulled_rice,135,,,,h,,
糠,rice_bran,135,,,,h,,
糞,excrement,135,,,,v,,
粟,foxtail_millet,135,,,,v,,
繋,link_up,135,,,,v,,
綸,twine,135,,,,h,,
絨,carpet_yarn,135,,,,h,,
絆,ties,135,,,,h,,
緋,scarlet,136,,,,h,,
綜,synthesis,136,,,,h,,
紐,string,136,,,,h,,
紘,chinstrap,136,,,,h,,
纏,summarize,136,,,,h,,
絢,gorgeous,136,,,,h,,
繍,embroidery,136,,,,h,,
紬,pongee,136,,,,h,,
綺,ornate,136,,,,h,,
綾,twill_fabric,136,,,,h,,
絃,catgut,136,,,,h,,
縞,stripe,136,,,,h,,
綬,gimp,136,,,,h,,
紗,silk_gauze,136,,,,h,,
舵,rudder,136,,,,h,,
聯,strung_together,136,,,,h,,
聡,attentive,136,,,,h,,
聘,summons,136,,,,h,,
耽,addiction,136,,,,h,,
耶,exclamation,136,,,,h,,
蚤,flea,137,,,,v,,
蟹,crab,137,,,,v,,
蛋,protein,137,,,,v,,
蟄,hibernation,137,,,,v,,
蝿,housefly,137,,,,h,,
蟻,ant,137,,,,h,,
蝋,wax,137,,,,h,,
蝦,shrimp,137,,,,h,,
蛸,octopus,137,,,,h,,
螺,screw,137,,,,h,,
蝉,cicada,137,,,,h,,
蛙,frog,137,,,,h,,
蛾,moth,137,,,,h,,
蛤,clam,137,,,,h,,
蛭,leech,137,,,,h,,
蛎,oyster,137,,,,h,,
罫,ruled_lines,137,,,,v,,
袈,stole,137,,,,v,,
裟,monks_sash,137,,,,v,,
截,incision,137,,,,e,,
哉,alas,138,,,,e,,
詢,counsel,138,,,,h,,
諄,polite,138,,,,h,,
讐,vendetta,138,,,,v,,
諌,remonstrate,138,,,,h,,
諒,verify,138,,,,h,,
讃,compliment,138,,,,h,,
訊,query,138,,,,h,,
訣,split_up,138,,,,h,,
詫,apologize,138,,,,h,,
誼,familiarity,138,,,,h,,
謬,fallible,138,,,,h,,
訝,wary,138,,,,h,,
諺,proverb,138,,,,h,,
誹,slander,138,,,,h,,
謂,so_called,138,,,,h,,
諜,spying,138,,,,h,,
註,footnote,138,,,,h,,
譬,parable,138,,,,v,,
轟,rumble,138,,,,v,,
輔,reinforce,139,,,,h,,
輻,spoke,139,,,,h,,
輯,assemble,139,,,,h,,
豹,panther,139,,,,h,,
賎,despicable,139,,,,h,,
貰,get,139,,,,v,,
賑,bustling,139,,,,h,,
贖,expiate,139,,,,h,,
躓,stumble,139,,,,h,,
蹄,hoof,139,,,,h,,
蹟,vestiges,139,,,,h,,
跨,straddle,139,,,,h,,
跪,kneel,139,,,,h,,
醤,soy_sauce,139,,,,v,,
醍,whey,139,,,,h,,
醐,ghee,139,,,,h,,
醇,strong_sake,139,,,,h,,
麹,malt,139,,,,h,,
釦,button,139,,,,h,,
銚,keg,139,,,,h,,
鋤,plow,140,,,,h,,
鋸,hand_saw,140,,,,h,,
錐,awl,140,,,,h,,
鍬,hoe,140,,,,h,,
鋲,rivet,140,,,,h,,
錫,tin,140,,,,h,,
錨,anchor,140,,,,h,,
釘,nail,140,,,,h,,
鑓,javelin,140,,,,h,,
鋒,swords_point,140,,,,h,,
鎚,iron_hammer,140,,,,h,,
鉦,carillion,140,,,,h,,
錆,rust,140,,,,h,,
鍾,cluster,140,,,,h,,
鋏,scissors,140,,,,h,,
閃,flash,140,,,,e,,
悶,agony,140,,,,e,,
閤,side_gate,140,,,,e,,
雫,trickle,140,,,,v,,
霞,haze,140,,,,v,,
翰,quill,141,,,,h,,
斡,auspices,141,,,,h,,
鞍,saddle,141,,,,h,,
鞭,whip,141,,,,h,,
鞘,saddle_straps,141,,,,h,,
鞄,briefcase,141,,,,h,,
靭,pliable,141,,,,h,,
鞠,terminate,141,,,,h,,
顛,overturn,141,,,,h,,
穎,brush_tip,141,,,,h,,
頗,exceedingly,141,,,,h,,
頌,accolade,141,,,,h,,
頚,cervical,141,,,,h,,
餐,repast,141,,,,v,,
饗,feast,141,,,,v,,
蝕,eclipse,141,,,,h,,
飴,sweets,141,,,,h,,
駕,stretcher,141,,,,v,,
騨,dappled_horse,141,,,,h,,
馳,rush,141,,,,h,,
騙,cheat,142,,,,h,,
馴,tame,142,,,,h,,
駁,rebuttal,142,,,,h,,
駈,gallop,142,,,,h,,
驢,donkey,142,,,,h,,
鰻,eel,142,,,,h,,
鯛,sea_bream,142,,,,h,,
鰯,sardine,142,,,,h,,
鱒,trout,142,,,,h,,
鮭,salmon,142,,,,h,,
鮪,tuna,142,,,,h,,
鮎,smelt,142,,,,h,,
鯵,horse_mackeral,142,,,,h,,
鱈,cod,142,,,,h,,
鯖,mackerel,142,,,,h,,
鮫,shark,142,,,,h,,
鰹,bonito,142,,,,h,,
鰍,bullhead,142,,,,h,,
鰐,alligator,142,,,,h,,
鮒,crucian,142,,,,h,,
鮨,sushi,143,,,,h,,
鰭,fish_fin,143,,,,h,,
鴎,seagull,143,,,,h,,
鵬,roc,143,,,,h,,
鸚,parakeet,143,,,,h,,
鵡,parrot,143,,,,h,,
鵜,cormorant,143,,,,h,,
鷺,heron,143,,,,v,,
鷲,eagle,143,,,,v,,
鴨,wild_duck,143,,,,h,,
鳶,black_kite,143,,,,v,,
梟,owl,143,,,,e,,
塵,dust,143,,,,e,,
麒,giraffe,143,,,,h,,
舅,fatherinlaw,143,,,,v,,
鼠,mouse,143,,,,v,,
鑿,bore,143,,,,v,,
艘,small_craft,143,,,,h,,
瞑,close_eyes,143,,,,h,,
暝,murky,143,,,,h,,
坐,sitting,144,,,,,,layout_type unknown in source
朔,first_day,144,,,,h,,
曳,tow,144,,,,,,layout_type unknown in source
洩,dribble_out,144,,,,h,,
彗,comet,144,,,,v,,
慧,astute,144,,,,v,,
爾,thou,144,,,,v,,
嘉,applaud,144,,,,v,,
兇,evil,144,,,,v,,
兜,helmet,144,,,,v,,
靄,mist,144,,,,v,,
劫,kalpa,144,,,,h,,
歎,bemoan,144,,,,h,,
輿,palanquin,144,,,,e,,
歪,warped,144,,,,v,,
翠,jade_green,144,,,,v,,
黛,blue_black,144,,,,v,,
鼎,tripod,144,,,,e,,
鹵,rocksalt,144,,,,v,,
鹸,lye,144,,,,h,,
虔,reserved,145,,,,e,,
燕,swallow,145,,,,v,,
嘗,lick,145,,,,v,,
殆,almost,145,,,,h,,
牌,mahjong_tiles,145,,,,h,,
覗,peek,145,,,,h,,
齟,disagree,145,,,,h,,
齬,discord,145,,,,h,,
秦,manchu_dynasty,145,,,,v,,
雀,sparrow,145,,,,v,,
隼,peregrine_falcon,145,,,,v,,
耀,shimmering,145,,,,h,,
夷,ebisu,145,,,,,,layout_type unknown in source
嚢,cyst,145,,,,v,,
暢,carefree,145,,,,h,,
廻,circling,145,,,,e,,
欣,elation,145,,,,h,,
毅,stalwart,145,,,,h,,
斯,thus,145,,,,h,,
匙,wooden_spoon,145,,,,e,,
匡,set_straight,146,,,,e,,
肇,founding,146,,,,v,,
麿,utamaro,146,,,,e,,
叢,conglomerate,146,,,,v,,
肴,entreat,146,,,,v,,
斐,symmetrical,146,,,,v,,
卿,magistrate,146,,,,h,,
翫,fiddle,146,,,,h,,
於,within,146,,,,h,,
套,hackneyed,146,,,,v,,
叛,rebellion,146,,,,h,,
尖,sharp_point,146,,,,v,,
壷,crock,146,,,,v,,
叡,sapience,146,,,,h,,
酋,chieftain,146,,,,v,,
鴬,nightingale,146,,,,v,,
赫,incandescent,146,,,,h,,
臥,supinate,146,,,,h,,
甥,nephew,146,,,,h,,
瓢,gourd,146,,,,h,,
琵,biwa,147,,,,v,,
琶,lute,147,,,,v,,
叉,forked,147,,,,e,,
乖,disobey,147,,,,,,layout_type unknown in source
畠,dry_field,147,,,,v,,
圃,vegetable_patch,147,,,,e,,
丞,helping_hand,147,,,,v,,
亮,translucent,147,,,,v,,
胤,blood_relative,147,,,,h,,
疏,transcription,147,,,,h,,
膏,ointment,147,,,,v,,
魁,pioneer,147,,,,e,,
馨,ambrosial,147,,,,v,,
牒,label,147,,,,h,,
瞥,glimpse,147,,,,v,,
睾,testicle,147,,,,v,,
巫,sorceress,147,,,,,,layout_type unknown in source
敦,empathetic,147,,,,h,,
奎,andromeda,147,,,,v,,
翔,soar,147,,,,h,,
皓,beaming,148,,,,h,,
黎,tenebrous,148,,,,v,,
赳,bold,148,,,,e,,
已,stop_short,148,,,,,,layout_type unknown in source
棘,thornbush,148,,,,h,,
祟,haunt,148,,,,v,,
甦,resuscitate,148,,,,e,,
剪,pruning,148,,,,v,,
躾,upbringing,148,,,,h,,
夥,plentiful,148,,,,h,,
鼾,snore,148,,,,h,,
陀,steeply_inclined,148,,,,h,,
粁,kilometer,148,,,,h,,
糎,centimeter,148,,,,h,,
粍,millimeter,148,,,,h,,
噸,ton,148,,,,h,,
哩,mile,148,,,,h,,
浬,nautical_mile,148,,,,h,,
吋,inch,148,,,,h,,
呎,foot,148,,,,h,,
梵,brahman,149,,,,v,,
薩,bodhisattva,149,,,,v,,
菩,bo_tree,149,,,,v,,
唖,babble,149,,,,h,,
牟,low,149,,,,v,,
迦,sanskrit_ka,149,,,,e,,
珈,jeweled_hairpin,149,,,,h,,
琲,beaded_hairpin,149,,,,h,,
檜,hinoki,149,,,,h,,
轡,tinkling_bell,149,,,,v,,
淵,abyss,149,,,,h,,
伍,formal_five,149,,,,h,,
什,formal_ten,149,,,,h,,
萬,ten_thousand_old,149,,,,v,,
邁,push_forward,149,,,,e,,
燭,candlelight,149,,,,h,,
逞,tough,149,,,,e,,
燈,lamp_old,149,,,,h,,
裡,back_old,149,,,,h,,
薗,garden_name,149,,,,v,,
鋪,shop_variant,150,,,,h,,
嶋,island_variant,150,,,,h,,
峯,summit_variant,150,,,,v,,
埜,plains_variant,150,,,,v,,
龍,dragon_old,150,,,,h,,
寵,patronage,150,,,,v,,
聾,deafness,150,,,,v,,
慾,longing_old,150,,,,v,,
嶽,point_old,150,,,,v,,
國,country_old,150,,,,e,,
脛,shin,150,,,,h,,
勁,formidable,150,,,,h,,
祀,enshrine,150,,,,h,,
祓,exorcism,150,,,,h,,
躇,dither,150,,,,h,,
壽,longevity_old,150,,,,v,,
躊,hesitate,150,,,,h,,
饅,bean_jam,150,,,,h,,
嘔,retch,150,,,,h,,
鼈,snapping_turtle,150,,,,v,,
𠮟,scold_old,151,,,,h,,
塡,fill_in,151,,,,h,,
剝,peel,151,,,,h,,
頰,cheek_old,151,,,,h,,
籠,basket_variant,151,,,,v,,
亙,span_alt,151,,,,v,,
亨,go_smoothly,151,,,,v,,
伶,actor,151,,,,h,,
佑,aid,151,,,,h,,
佼,beautiful,151,,,,h,,
侑,coax,151,,,,h,,
俣,fork,151,,,,h,,
倖,good_fortune,151,,,,h,,
傭,hire,151,,,,h,,
僻,prejudice,151,,,,h,,
喬,lofty,151,,,,v,,
孟,eldest,151,,,,v,,
尭,noble,151,,,,v,,
峨,towering,151,,,,h,,
嵯,craggy,151,,,,h,,
巌,crag,152,,,,v,,
巽,southeast,152,,,,v,,
彪,spotted,152,,,,e,,
掟,code,152,,,,h,,
掠,pillage,152,,,,h,,
撹,agitate,152,,,,h,,
梧,parasol_tree,152,,,,h,,
欝,gloom,152,,,,v,,
欽,revere,152,,,,h,,
煕,shine,152,,,,v,,
熔,fuse,152,,,,h,,
珪,jade_scepter,152,,,,h,,
瑶,beautiful_jewel,152,,,,h,,
甫,newly,152,,,,e,,
聚,congregate,152,,,,v,,
舘,mansion,152,,,,h,,
舜,morning_glory,152,,,,v,,
詑,deceive,152,,,,h,,
諏,consult,152,,,,h,,
躯,torso,152,,,,h,,
郁,elegant,153,,,,h,,
鏑,arrowhead,153,,,,h,,
子,rat_zodiac,153,,,,,,layout_type unknown in source
午,horse_zodiac,153,,,,v,,
未,sheep_zodiac,153,,,,,,layout_type unknown in source
申,monkey_zodiac,153,,,,,,layout_type unknown in source
酉,rooster_zodiac,153,,,,,,layout_type unknown in source
戌,dog_zodiac,153,,,,e,,
亥,boar_zodiac,153,,,,v,,
苟,if_at_all,,,,苟,,,
戉,axe,,,,戉,,,
楚,thicket,,,,楚,,,
戈,halberd,19,戈,,,a,式,status=hidden_reusable; pass2b placeholder; weapon-family anchor; readings/verses TBD
俞,yu,16,俞,,,a,輸,status=hidden_reusable; pass2b placeholder; meeting-family anchor; readings/verses TBD
袁,robe_family,22,袁,,,a,遠,status=hidden_reusable; pass2b placeholder; robe-family anchor; readings/verses TBD

